24,576
33,518
34,814
70,485
75,1047
102,849
147,999
190,512
211,845
247,497
252,1089
257,513
259,598
282,803
313,658
339,486
340,1117
343,725
345,489
366,606
368,576
393,547
413,695
494,1084
533,1138
574,982
592,1189
609,507
613,1002
620,808
651,905
663,1373
698,960
740,489
741,491
807,788
902,765
934,1268
935,1651
937,1389
956,484
980,490
990,609
1007,492
1068,505
1071,498
1083,571
1125,500
1174,956
1266,808
1291,1065
1308,1346
1313,513
1379,677
1435,487
1441,490
1449,876
1450,490
1472,513
1474,515
1488,503
1506,514
1511,520
1554,1293
1594,488
1612,508
1618,806
1653,485
1794,1507
1796,766
1817,1571
1822,484
1832,561
1842,670
1854,493
1906,485
1927,491
1957,1063
1958,1122
1987,1257
1989,815
2035,537
2081,488
2154,858
2199,681
2248,711
2281,1543
2309,599
2315,944
2335,1788
2343,528
2388,680
2394,640
2396,541
2441,1083
2452,1132
2528,949
2532,761
2539,1005
2554,795
2562,498
2566,663
2600,1261
2645,813
2658,773
2680,495
2720,487
2739,515
2754,487
2769,1709
2791,664
2834,974
2841,611
2855,741
2863,767
2988,508
3001,813
3008,746
3030,1089
3031,1410
3080,905
3083,745
3160,632
3189,1782
3206,490
3252,535
3264,646
3375,1035
3382,487
3424,521
3450,548
3465,715
3511,659
3524,843
3537,864
3548,634
3551,1075
3558,1057
3594,1165
3608,504
3628,638
3643,632
3721,1041
3732,849
3736,941
3740,844
3751,1240
3761,1751
3796,498
3807,1611
3828,717
3832,618
3857,870
3876,718
3937,890
3963,765
3981,1527
3994,962
4008,489
4035,541
4087,485
4092,787
4095,1391
4143,926
4177,1471
4179,584
4190,1451
4191,1307
4194,486
4215,487
4237,1017
4322,913
4327,1307
4335,703
4362,571
4372,501
4439,801
4451,1090
4469,568
4479,773
4514,486
4519,831
4534,1655
4563,1644
4627,621
4635,533
4671,927
4683,883
4715,1224
4740,496
4751,551
4765,1286
4773,1140
4788,1820
4819,886
4823,696
4837,1058
4838,491
4849,726
4873,1284
4900,1449
4927,675
4929,739
4931,660
4948,538
4949,1110
4959,976
5005,1288
5022,805
5044,935
5056,493
5089,1020
5143,550
5144,556
5187,1646
5210,495
5232,507
5247,1235
5251,790
5253,489
5264,724
5297,516
5299,493
5307,564
5314,885
5320,513
5328,526
5353,562
5357,787
5362,891
5378,1063
5403,505
5444,789
5465,715
5500,494
5516,751
5526,853
5528,561
5543,715
5556,568
5562,787
5636,782
5640,1170
5658,532
5663,487
5692,1088
5697,795
5705,799
5713,496
5740,1160
5743,577
5793,486
5815,625
5818,520
5847,921
5868,494
5872,588
5874,1250
5901,571
5912,485
5919,512
5970,569
5993,787
6075,644
6103,563
6112,849
6129,1083
6137,572
6141,1524
6142,593
6146,1391
6161,505
6171,845
6172,502
6186,676
6260,1480
6286,595
6366,538
6382,663
6393,793
6400,861
6413,1006
6427,485
6468,1053
6539,487
6578,1094
6595,626
6645,536
6678,486
6740,501
6846,634
6850,486
6858,494
6861,517
6947,1442
6966,498
6967,635
6977,537
6982,1770
7066,487
7118,1321
7148,870
7167,741
7217,592
7292,576
7317,1182
7375,687
7383,687
7403,486
7410,1253
7439,555
7470,486
7502,826
7511,558
7573,484
7585,826
7602,559
7683,508
7688,1126
7713,660
7719,486
7728,1264
7767,758
7775,576
7812,1236
7836,1681
7891,1594
7910,568
7924,488
7933,1300
7947,876
7954,571
7971,798
7976,945
7985,928
8016,1014
8037,528
8073,1095
8116,506
8131,1404
8263,560
8267,946
8304,1654
8319,635
8350,519
8381,716
8464,738
8503,493
8526,1349
8597,495
8612,1088
8677,1098
8686,689
8735,872
8751,1482
8765,521
8852,923
8868,516
8892,890
9012,1241
9037,683
9064,626
9074,629
9098,485
9189,681
9201,486
9218,562
9236,512
9244,1106
9282,539
9354,1681
9361,1060
9371,524
9374,524
9396,1473
9415,491
9423,493
9459,814
9470,959
9514,1102
9531,492
9539,521
9544,520
9562,513
9615,950
9624,548
9664,861
9673,1016
9807,605
9834,1134
9840,1780
9852,547
9892,515
9963,485
10029,486
10052,508
10060,513
10083,604
10093,502
10112,981
10118,575
10167,678
10170,539
10178,504
10181,1191
10182,1086
10209,1280
10212,551
10269,921
10291,504
10384,604
10385,566
10386,1064
10486,1034
10490,490
10539,546
10555,862
10563,494
10594,1323
10601,500
10614,548
10657,1025
10706,527
10720,852
10724,725
10797,1059
10802,1284
10829,669
10839,1417
10843,643
10880,1052
10891,491
10897,549
10906,487
10916,1649
10923,487
11009,730
11108,501
11126,949
11132,507
11176,958
11183,665
11206,823
11231,974
11237,487
11238,1108
11258,844
11326,716
11328,493
11345,512
11357,576
11409,598
11423,1056
11436,631
11502,502
11507,831
11516,758
11529,599
11535,485
11546,1231
11610,484
11675,544
11676,485
11709,498
11771,623
11821,694
11845,1667
11846,567
11870,530
11871,587
11919,514
11940,487
11945,488
11947,1009
11949,920
11958,588
11961,631
11971,595
11972,1309
11976,526
12012,687
12021,503
12044,628
12054,1328
12129,1058
12138,912
12140,1760
12156,1341
12186,822
12193,589
12195,926
12204,562
12238,514
12292,744
12294,486
12321,963
12333,1016
12359,539
12365,1111
12368,933
12374,549
12383,984
12403,654
12428,486
12448,645
12455,1030
12469,870
12501,487
12533,998
12542,500
12556,549
12601,486
12624,1297
12629,1117
12630,847
12647,996
12675,949
12705,519
12713,1654
12722,604
12860,492
12876,1321
12900,529
12922,512
12929,486
12931,612
12937,690
12947,558
12955,486
12983,532
13001,1050
13013,888
13033,680
13142,660
13173,1083
13191,610
13193,1234
13302,913
13303,494
13347,527
13383,764
13429,1621
13543,754
13556,575
13573,1328
13580,977
13584,1477
13596,855
13678,688
13716,752
13718,1717
13733,1269
13759,866
13760,592
13773,1709
13802,1613
13864,1655
13866,1262
13874,1654
13895,516
13901,524
13912,499
13915,1346
13927,569
13935,1077
13940,559
13951,544
13959,1253
13966,702
13975,634
13998,751
14050,1118
14085,568
14135,761
14138,613
14144,1006
14169,807
14206,770
14212,1083
14217,643
14250,909
14361,579
14363,961
14374,664
14388,637
14398,1023
14402,974
14403,677
14414,591
14463,623
14556,572
14574,855
14611,493
14651,1006
14656,725
14729,1331
14746,771
14765,487
14873,511
14886,561
14898,831
14936,492
15002,565
15060,1540
15096,743
15134,608
15138,849
15142,505
